record_type,block_type,block_id,start_step,end_step_inclusive,steps,independent_random_sample,stage_cost_h1,stage_cost_h4,stage_cost_delta_h4_minus_h1,sla_violation_count_h1,sla_violation_count_h4,sla_violation_count_delta_h4_minus_h1,physical_electricity_cost_usd_h1,physical_electricity_cost_usd_h4,physical_electricity_cost_usd_delta_h4_minus_h1,physical_carbon_kg_h1,physical_carbon_kg_h4,physical_carbon_kg_delta_h4_minus_h1,stage_transmission_h1,stage_transmission_h4,stage_transmission_delta_h4_minus_h1,backlog_mean_h1,backlog_mean_h4,backlog_mean_delta_h4_minus_h1
BLOCK,DAILY_96_STEPS,164,15744,15839,96,False,14559.817676823535,14570.854779725243,11.03710290170784,914.0,915.0,1.0,9191.461550306609,9211.845303500442,20.3837531938334,23962.71753406889,24032.156219563927,69.43868549503895,1.87464754116864,1.92620837358306,0.05156083241441989,18.53125,18.708333333333332,0.17708333333333215
BLOCK,DAILY_96_STEPS,165,15840,15935,96,False,24237.959922432856,24238.856852576428,0.896930143571808,1076.0,1078.0,2.0,9261.75419309796,9296.167977038944,34.413783940983194,23648.526515139805,23761.687574605676,113.1610594658705,2.808841549162824,2.879221082279472,0.07037953311664813,27.833333333333332,27.885416666666668,0.0520833333333357
BLOCK,DAILY_96_STEPS,166,15936,16031,96,False,13083.220995488637,13082.004208849976,-1.2167866386607784,1053.0,1055.0,2.0,8106.894430359716,8116.3121543755715,9.417724015855129,23169.665076282385,23199.633468504282,29.968392221897375,1.7669516079388319,1.811370161621916,0.04441855368308412,18.15625,18.53125,0.375
BLOCK,DAILY_96_STEPS,167,16032,16127,96,False,10322.524314800554,10318.1474450221,-4.37686977845442,629.0,630.0,1.0,7508.114762179595,7514.60847409511,6.493711915514723,22975.524952392407,23016.491202626552,40.966250234145264,1.3216425665884561,1.3195560581950323,-0.002086508393423836,13.208333333333334,13.25,0.041666666666666075
BLOCK,DAILY_96_STEPS,168,16128,16223,96,False,11665.249868391187,11678.327167580868,13.07729918968107,789.0,789.0,0.0,9412.95889281306,9403.420987678426,-9.537905134633547,25465.24755131475,25509.758844652028,44.511293337276584,1.647779878545192,1.7092516258283759,0.06147174728318383,16.666666666666668,16.6875,0.02083333333333215
BLOCK,DAILY_96_STEPS,169,16224,16319,96,False,10427.86145341693,10432.145520216447,4.28406679951695,567.0,568.0,1.0,9038.38769045426,9043.287407987784,4.899717533524381,24966.79129195478,25046.064509252443,79.27321729766118,2.0656834346511723,2.084261384384928,0.018577949733755705,20.520833333333332,20.635416666666668,0.1145833333333357
BLOCK,DAILY_96_STEPS,170,16320,16415,96,False,11625.932713252474,11624.485252254899,-1.4474609975750354,678.0,678.0,0.0,8246.303424471134,8261.703695896296,15.400271425161918,23633.876310501993,23725.479981538454,91.60367103646058,2.152995785883684,2.13004419355602,-0.022951592327664194,18.208333333333332,18.364583333333332,0.15625
BLOCK,DAILY_96_STEPS,171,16416,16511,96,False,19152.686998273042,19176.092924169447,23.40592589640437,968.0,969.0,1.0,7496.800972293823,7528.7606654417195,31.95969314789636,23824.853456240115,23917.85796948005,93.00451323993548,2.8301881350340077,2.9202691224039476,0.09008098736993997,29.114583333333332,29.15625,0.04166666666666785
BLOCK,DAILY_96_STEPS,172,16512,16607,96,False,19707.056336475915,19711.67660996299,4.620273487074883,1144.0,1144.0,0.0,8613.159334456352,8677.345993846844,64.18665939049242,24932.835132529108,24995.79111085417,62.95597832506246,2.4807782294583123,2.5350274476873365,0.054249218229024176,24.020833333333332,24.135416666666668,0.1145833333333357
BLOCK,DAILY_96_STEPS,173,16608,16703,96,False,27181.551652123082,27188.589423142104,7.03777101902233,1277.0,1278.0,1.0,10425.003407370707,10439.416159537685,14.412752166977953,27446.418267461784,27488.72877421614,42.31050675435472,3.252786335025192,3.285287715768912,0.03250138074372,32.010416666666664,32.114583333333336,0.1041666666666714
BLOCK,DAILY_96_STEPS,174,16704,16799,96,False,15726.854934512203,15736.579499825264,9.724565313061248,908.0,908.0,0.0,10135.809238077747,10143.607498226313,7.798260148565532,27227.278034417574,27270.00568190885,42.727647491276,1.80803977322472,1.751142294342504,-0.05689747888221608,18.166666666666668,18.229166666666668,0.0625
BLOCK,DAILY_96_STEPS,175,16800,16895,96,False,12318.450553736286,12332.097399867685,13.646846131399798,833.0,832.0,-1.0,9721.68293768846,9733.992291567602,12.309353879141781,25858.379177886254,25915.00098149564,56.6218036093851,1.45172833988616,1.47379717866276,0.02206883877659993,14.697916666666666,14.885416666666666,0.1875
BLOCK,DAILY_96_STEPS,176,16896,16991,96,False,8284.098165551979,8286.664930257914,2.5667647059344745,537.0,540.0,3.0,8512.466695320025,8517.709260122881,5.242564802856577,24020.105489380996,24082.1928799036,62.08739052260353,1.0470660870461401,1.0559337477181923,0.008867660672052136,9.729166666666666,9.854166666666666,0.125
BLOCK,DAILY_96_STEPS,177,16992,17087,96,False,9429.466864053797,9434.196560525643,4.729696471846182,550.0,551.0,1.0,9061.935129845697,9074.254878779175,12.319748933477968,25745.876466709793,25782.873474494343,36.99700778455008,1.128961541488032,1.1459344847653081,0.016972943277276054,11.010416666666666,11.125,0.11458333333333393
BLOCK,DAILY_96_STEPS,178,17088,17183,96,False,15110.337069994883,15120.029397015722,9.692327020839002,798.0,798.0,0.0,10314.870913656167,10315.903370442258,1.0324567860916432,27846.886987821286,27878.984608358387,32.09762053710074,1.874808041814288,1.8928242392882757,0.01801619747398764,17.96875,18.0,0.03125
BLOCK,DAILY_96_STEPS,179,17184,17279,96,False,12462.81213406672,12469.863803952416,7.051669885695446,689.0,689.0,0.0,10842.191759163801,10857.699254794801,15.507495630999983,28274.529023080868,28330.099477022217,55.570453941349115,1.6033211997006962,1.597623426780192,-0.005697772920504107,15.552083333333334,15.604166666666666,0.05208333333333215
BLOCK,DAILY_96_STEPS,180,17280,17375,96,False,17676.23922863981,17675.21971344119,-1.0195151986190467,734.0,735.0,1.0,11610.487124693416,11593.841718281386,-16.645406412029843,28715.159103563168,28795.208848377435,80.04974481426689,1.94346219299022,1.918825343883252,-0.02463684910696795,19.947916666666668,19.989583333333332,0.0416666666666643
BLOCK,DAILY_96_STEPS,181,17376,17471,96,False,18347.721979532544,18346.00825258116,-1.7137269513841602,681.0,681.0,0.0,10941.801149738498,10915.852600657261,-25.948549081236706,27257.20758467987,27308.40968166066,51.2020969807927,2.0867491443924724,2.072504712091212,-0.014244432301260268,21.4375,21.447916666666668,0.010416666666667851
BLOCK,DAILY_96_STEPS,182,17472,17567,96,False,10990.727070987588,10989.028694409128,-1.6983765784607385,699.0,699.0,0.0,9173.685041857007,9143.22373080259,-30.461311054416,23838.719978894103,23856.741799665346,18.021820771242346,1.324812454340004,1.2875763045496682,-0.03723614979033574,13.447916666666666,13.46875,0.020833333333333925
BLOCK,DAILY_96_STEPS,183,17568,17663,96,False,6657.92507422342,6653.7192361773305,-4.205838046089411,489.0,489.0,0.0,7290.9273567435575,7277.578687734209,-13.348669009348669,21780.86978983155,21848.70097938479,67.8311895532388,1.0602672651506881,1.0374360483072602,-0.022831216843427926,10.458333333333334,10.489583333333334,0.03125
BLOCK,DAILY_96_STEPS,184,17664,17669,6,False,226.20148755223585,225.46280050317165,-0.7386870490641968,4683.0,4683.0,0.0,68.1094825526461,68.48417976027976,0.374697207633659,251.372973913473,252.43292220885587,1.059948295382867,0.025238726528148,0.022470090390720003,-0.0027686361374279975,3.8333333333333335,3.8333333333333335,0.0
